hour,price,demand_frac
0,32.930652573860016,0.5884635790219295
1,32.865427124002835,0.5854952213580739
2,32.39311500207515,0.5640006772817081
3,31.45560089347554,0.5213351656550673
4,32.74730001917639,0.5801193520051081
5,35.45661220616233,0.7034179664512572
6,37.961460169529346,0.817411578839277
7,40.05606334938912,0.935863726175591
8,40.120026862566675,0.9651622420625677
9,40.1874818665644,0.9960600368850235
10,40.0185627896803,0.9186865779887844
11,37.950818976308,0.8169273067105249
12,37.24054429477658,0.7846032782985644
13,36.59840882390563,0.7553802104566874
14,36.63262573825999,0.7569373946567144
15,38.97691161020667,0.8636239556463025
16,40.06649901274061,0.9406437864522341
17,40.46995168354938,1.1254454631913282
18,40.62808816063506,1.1978799474158677
19,40.70389467161985,1.2326031537578792
20,40.57848567329201,1.1751595058506854
21,40.494490385101784,1.1366854264385506
22,40.11655714762949,0.9635729375800545
23,38.48280122811529,0.8411373903150844
24,33.12154966461098,0.5971511517957342
25,32.30860961772969,0.560154905335203
26,31.807517149042447,0.5373505908692237
27,31.926347582677202,0.5427584681495087
28,33.66111823195233,0.6217064825071398
29,34.71779269094647,0.6697948856599539
30,37.27723733890869,0.7862731491694932
31,39.42302199516243,0.883926079786627
32,40.14408030558306,0.9761799324198167
33,40.132485268743636,0.9708688205972533
34,39.02314129750505,0.865727831463031
35,36.89883242374755,0.7690522464019588
36,35.737964038478836,0.7162220616246169
37,36.14845343165307,0.7349031031326198
38,36.88880940111051,0.7685961067183718
39,38.45804101813938,0.840010573111039
40,40.018073637128865,0.9184625214433052
41,40.34555359536755,1.0684648631297247
42,40.55615595177815,1.1649313669004457
43,40.64854278864249,1.2072491989448484
44,40.61351672906548,1.191205496652785
45,40.344795424181626,1.0681175824781068
46,40.09963856865747,0.955823374897016
47,38.15442969512088,0.8261934664526921
48,33.58940335062333,0.6184427960462326
49,32.02289045284044,0.5471520563756865
50,31.92825560152793,0.54284530054991
51,31.98687766790257,0.5455131435525297
52,33.00127631633541,0.5916776086328566
53,35.258733259162895,0.6944126550256159
54,38.932198623883025,0.8615891036687644
55,40.002466845836366,0.9113138236949652
56,40.23647295284019,1.0185004259172385
57,40.02307856274767,0.9207550298667934
58,39.513355337676785,0.8880370774131874
59,37.98897397406071,0.8186637099126745
60,36.95683790470167,0.7716920290989397
61,36.70524730973483,0.7602423438555406
62,37.46565129534764,0.7948477165016856
63,38.558649191729046,0.8445891700203022
64,40.096393317211806,0.9543368860174235
65,40.46659492934096,1.1239079004212622
66,40.61497927485456,1.1918754164071559
67,40.61334297902064,1.1911259103668506
68,40.54099946720295,1.1579889323458499
69,40.33887855119404,1.0654073561535091
70,40.15622861969585,0.9817444731454897
71,38.788950141275905,0.8550699806559896
72,33.42632785833973,0.611021361799831
73,32.88218613089121,0.5862579102570338
74,32.512515618888074,0.569434503138974
75,32.28390271779618,0.5590305142282297
76,33.70278827548918,0.6236028526104762
77,35.378526275394265,0.6998643386642168
78,38.276759654604916,0.8317606043344342
79,40.07207592649576,0.9431982942980092
80,40.13739886623429,0.9731194961307031
81,40.20337981677618,1.0033421001068696
82,39.81825559573939,0.901912842466758
83,38.262545225980034,0.8311137171418063
84,37.238511793884,0.784510780820747
85,36.9032637761736,0.7692539136800522
86,37.744377373747156,0.8075323157301342
87,39.06936393689405,0.867831386535084
88,40.14013361833209,0.9743721505551395
89,40.44651126628713,1.1147085695555887
90,40.54667355918876,1.160587952723749
91,40.65060474801662,1.2081936803605795
92,40.57584551833499,1.1739501816889948
93,40.37919863596426,1.083875989058727
94,40.19233637161953,0.9982836451018893
95,38.5608462688446,0.8446891572294106
96,33.40092265657157,0.6098651915390596
97,32.02904602896329,0.5474321916848292
98,31.905363628456058,0.5418035053019283
99,31.429232313245144,0.5201351528167766
100,32.74037486211661,0.5798041936876595
101,34.45563339012833,0.6578642271296028
102,37.34540679178653,0.7893754860385197
103,40.03814385094795,0.9276556918809717
104,39.9431489001573,0.9075966361108784
105,40.08701643381316,0.9500418003728484
106,39.19906505448462,0.873733979882521
107,37.004217191890646,0.7738482222803336
108,35.41659997060455,0.7015970418531751
109,35.85255081410743,0.7214368134486119
110,36.2364809231931,0.7389091633394099
111,38.264644403033515,0.8312092489979781
112,40.057551735553034,0.936545482125242
113,40.43751892669026,1.110589624371815
114,40.525752411654665,1.151005011716429
115,40.54760252236636,1.1610134647237182
116,40.55751661331196,1.165554618526016
117,40.34145645635847,1.0665881667697934
118,40.13855504072265,0.9736490823734328
119,38.54700398706527,0.8440592061398449
120,33.968787159215,0.6357082474649915
121,32.16460763756734,0.5536014912558641
122,31.852052471947424,0.5393773575277404
123,31.859948187824507,0.5397366851948807
124,33.14406674135017,0.5981758858137094
125,34.799547307107346,0.6735154723629674
126,38.52648751203152,0.8431255178933846
127,40.048681410676,0.9324824258385834
128,40.08525978198769,0.9492371652166524
129,40.07231310518695,0.9433069341038435
130,39.963222089126845,0.9085101507657597
131,38.41296326703443,0.8379591209822338
132,37.720948724931816,0.8064660968015247
133,37.8454468275048,0.8121319051281397
134,37.329390802441,0.7886466112692058
135,38.258867556039135,0.8309463493462896
136,39.97147903377868,0.9088859176633584
137,40.43228781500805,1.1081935113205756
138,40.574699168138594,1.1734250954676062
139,40.69204709383668,1.2271763654428152
140,40.59049772513279,1.1806616315815774
141,40.40270755604173,1.094644260439686
142,40.19954335821599,1.0015848085434176
143,38.8599270396753,0.8583000821084426
144,32.63727054039981,0.5751119990885446
145,31.677325935593394,0.5314256936541898
146,31.606135412328285,0.5281858703062391
147,31.870942284183116,0.5402370176610376
148,33.65032457936154,0.6212152720753371
